cluster_2,lat,lng,cluster_3
124,35.58634495208312,126.50851231249669,35
125,34.909321441872194,128.37582427108572,39
126,36.6437424076559,126.35482561682412,36
127,34.768354585678914,126.0180334011032,2
128,35.809365536009516,126.94242355753975,35
129,37.50661759068545,126.86992255343955,27
130,35.830344758987685,128.7043205397599,7
131,37.46502691509088,127.2226032493224,27
132,36.69529193914577,127.62260512490629,16
133,36.656737850546364,128.50412786441382,30
134,35.89109208647695,127.79146831915904,13
135,37.211308496276054,127.4097797302155,23
136,37.19295520394761,127.15701819699221,23
137,37.661386278560094,127.09133929401601,22
138,35.06614650817105,127.86185857850637,6
139,35.976622330901336,128.108701395041,1
140,35.65564355542189,129.38915885029172,32
141,35.20064377576377,128.75994286119177,18
142,35.1453137130621,126.74538958465456,9
143,35.73864442588362,127.4756068587304,4
144,37.748625579199235,128.77104717779002,38
145,37.57320091501352,127.01252311227321,27
146,37.08971105682447,129.27175549139517,38
147,37.29163653265049,126.95766241195118,37
148,35.37547908292204,128.74204184858107,21
149,35.20457464388074,129.1315604878432,18
150,34.95441266420616,127.0702876433335,11
151,35.7296758695346,128.90042278668682,21
152,35.72565946773808,128.0592703757749,1
153,35.978991098119096,126.79943349408559,35
154,37.97892093453957,127.74931917712397,15
155,35.87427194977757,128.58805096030008,7
156,35.395742758294105,126.58290569020862,9
157,35.509695931941145,128.1410700036338,40
158,37.262815150448716,128.24894575074785,8
159,37.252036110981564,128.91886867540066,38
160,36.31602065368656,128.6702627184846,30
161,35.315114312760585,127.06728718528045,11
162,37.20951746574495,126.73469910079969,37
163,37.16821397695744,128.14394822521274,8
164,37.80210954965608,127.78154632539682,15
165,36.084634704616704,128.32148881948254,7
166,36.136669343361795,127.28218460915663,3
167,36.34853458758392,129.06703726000853,30
168,35.84476122196011,127.23353211656695,4
169,36.68701140490074,128.75892484514105,30
170,35.38139124719517,126.8758345452628,35
171,37.48946419333334,130.89490503125,20
172,35.88472969405508,128.84295952430543,26
173,37.8348439189727,126.73542468283046,29
174,35.357662089353845,128.462407715641,28
175,35.53192422949579,128.81500144744768,21
176,37.38314114382479,126.92027638902879,37
177,37.51592346227379,127.08613255989947,27
178,36.18171811321292,126.65370869964417,36
179,35.26513927271752,127.23537877176287,11
180,36.435614884191914,127.39398237523068,3
181,37.50417408903415,128.11478074427114,8
182,37.50359529003196,126.72957669493668,37
183,36.74122542550498,127.19256203874663,23
184,35.24426915316048,126.53603966886301,9
185,34.83585585720412,127.90450742546321,31
186,35.79301575588242,129.3159946669694,32
187,36.29320624648926,128.43817803548924,25
188,36.098456853624384,128.5381106684163,7
189,34.86987865608229,126.7604662623993,9
190,36.17801310299287,129.32779264292526,14
191,35.579803694085896,129.06000367793385,19
192,35.11247443978451,126.55721638005765,9
193,36.13330960328082,129.1461883722608,14
194,36.07386086655326,128.86368017457386,26
195,36.35518509536606,129.31478876522436,14
196,36.32513082464192,127.18662367885663,3
197,37.02984107641695,127.43012311671248,23
198,36.46709240217288,126.7214353063592,36
199,38.13268755172308,128.04608128212692,15
200,35.56036373897842,126.76466836703723,35
